fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231123 223940	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1308	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0504855156275004	0.723625916730051	611	23672	4939	76488769.1154423	24
20231123 224421	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	939	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0201342333844232	0.155375914188384	89	2810	5949	75522937.0314843	25
20231123 224833	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	902	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0334380516228108	0.339355740020513	70	13346	4818	77108242.8785607	26
20231123 225634	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2171	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0565128887574499	0.072945523985494	611	20430	4784	74026262.8685657	27
20231123 230336	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	927	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0513868026271364	0.426746434893421	651	11790	5505	76944640.17991	28
20231123 231056	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	999	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0317934671624778	0.288014892845466	162	10607	4911	76427017.9910045	29
20231123 231859	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1109	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0362834625030634	0.266654007158917	55	12943	4670	76932308.8455772	30
20231123 232741	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1236	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0327722403153701	0.427061854471481	603	13250	4493	76197735.6321839	31
20231123 234951	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	7512	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0270757600474778	0.311251642664581	8	10422	5078	78235169.4152924	32
20231124 000029	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	3947	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0230166965539124	0.308336912451224	8	24023	4162	75759233.3833084	33
20231124 001628	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	5161	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0279424103393393	0.340726261153208	8	6288	4677	77593733.6331834	34
20231124 002217	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2457	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0363087101767984	0.222728061866936	675	25443	4564	75797987.0064968	35
20231124 002742	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1634	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0740349818474418	0.65515293722942	229	42939	5558	76563425.2873563	36
20231124 003449	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1458	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0483703032806942	0.821668461945239	715	27197	5138	76441896.051974	37
20231124 003735	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	218	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.250664937088989	0.833072674468569	642	27290	4890	76020594.7026487	38
20231124 005638	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	8751	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0409311422142846	0.0235385493394775	346	27745	5036	72793857.0714643	39
20231124 005942	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	679	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0938067899373208	0.456043223297967	835	21102	4448	75340401.7991004	40
20231124 010402	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	648	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0562881234000476	0.427317614140069	766	7893	5839	76210518.2408796	41
20231124 010825	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1659	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0282082425538154	0.300477916816122	27	22771	4539	75780303.3483258	42
20231124 011115	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1562	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.034772529517409	0.753660460560909	334	45097	3785	74776844.077961	43
20231124 011534	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2306	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0409056223501823	0.310763121292426	18	2471	5382	77987269.3653173	44
20231124 011629	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	469	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.201843476781944	0.82284195624079	8	1143	5375	74910932.033983	45
20231124 011729	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	186	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.241542857194385	0.71483705535365	985	23167	4632	73929123.4382809	46
20231124 012042	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1452	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0668766148199763	0.414850678231913	560	35781	4045	74207538.7306347	47
20231124 012514	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	547	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0286687808366106	0.317676431518442	148	2713	4910	76420444.7776112	48
20231124 013315	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	87	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0793086366069285	0.468648359944949	645	111	5227	73545592.7036482	49
