fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20231123 234453	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1138	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.129046229472378	0.25174042025513	909	22643	5077	76121109.9450275	42
20231123 235020	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	252	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.179985172713016	0.601174703354975	322	315	6163	70264037.4812594	43
20231123 235121	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	174	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.130513336939582	0.943301835615908	1005	33065	5780	74834652.6736632	44
20231123 235300	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	945	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.159970142027072	0.0419227285647387	144	23765	4979	73530088.4557721	45
20231123 235719	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	175	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0741814955647362	0.935203334273697	476	1951	3896	75843562.2188905	46
20231123 235919	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	976	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.297768735146946	0.139165354672539	288	46668	4515	73869642.6786607	47
20231124 000050	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	250	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.277147369886854	0.958296825121338	476	18495	5088	77069937.0314843	48
20231124 000252	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	424	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.230457627089328	0.430967087882043	118	21071	4228	75434924.5377311	49
20231124 000555	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	177	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.108496982498926	0.980685473544702	534	4163	5465	77640932.033983	50
20231124 000746	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	426	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.225549470931927	0.241403672119871	111	20874	5188	76184809.5952024	51
20231124 001011	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	817	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.234858482357199	0.542150789859436	351	47942	4645	76159422.7886057	52
20231124 001207	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	678	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.284805983001209	0.339076991721095	925	37730	5546	76174601.6991504	53
20231124 001658	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	206	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.105269428906208	0.286141705373832	472	1465	5486	76538209.8950525	54
20231124 001850	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	854	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0470790021373966	0.877201894260176	780	40489	4930	75692878.5607196	55
20231124 002447	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	150	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.191310932222492	0.261187891472245	562	526	4409	72662277.3613193	56
20231124 002715	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1330	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0911322400144455	0.0914036740745102	820	46806	6128	72787518.2408796	57
20231124 002833	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	218	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.291159180714271	0.806539473847852	542	21647	4451	77631465.7671164	58
20231124 002944	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	263	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.12778074604974	0.845868303546253	774	35900	5599	75568519.2403798	59
20231124 003209	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1150	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.179614447960967	0.815530218806198	1022	43721	5152	77181797.1014493	60
20231124 003356	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	667	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.1975317857595	0.716268166717419	36	37689	4396	75691528.2358821	61
20231124 003923	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2435	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0577822981012422	0.264845462780836	917	33565	4495	76609542.7286357	62
20231124 004232	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1090	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.183403826476698	0.383021753060884	1016	23467	5533	76121613.6931534	63
20231124 004443	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	705	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0516333970523781	0.848837651248349	420	25050	4875	78243995.5022489	64
20231124 004732	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	485	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.0720761853252832	0.863612675254142	524	9165	4110	77516796.6016991	65
20231124 005504	154	781356	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	628	1	1	1	FALSE	1	0.1	50	0.5	TRUE	200005	0.249668670906612	0.414548746701295	242	142	4986	68256800.5997002	66
