Feature	Gain	Cover	Frequency
ctrx_quarter	0.166459945767785	0.0497292021039851	0.0626384335961726
tiempo_sin_disminuir	0.0776137494529496	0.0381932058663941	0.031452113050412
cpayroll_trx	0.0383901835557964	0.021323160888754	0.0121600070878001
deudas	0.0369679545876913	0.0228958908848865	0.0300788517763799
disminuye_saldo_corriente	0.0311089345949304	0.00597716259383444	0.00367679631434394
mpasivos_margen	0.0270214397400348	0.0264657495052038	0.0392043944360769
cliente_edad	0.0265728126411631	0.0278436136139847	0.0318286524320014
mrentabilidad_annual	0.0243874793550671	0.0231621069608409	0.0225702135199787
Master_fechaalta	0.0239164012160702	0.0214841871973843	0.023987773544786
Visa_Fvencimiento	0.0214454574426177	0.0259353990280373	0.0253831841942057
mcuenta_corriente	0.0199343862528548	0.0217256727076366	0.0178966953131922
activos	0.0198594782549511	0.0180662256404181	0.0290599805085497
Master_Fvencimiento	0.0196127202423246	0.017969924579283	0.02330114290777
numero_de_cliente	0.0190323944399648	0.0204821463086299	0.0247187029325773
Visa_fechaalta	0.0185368611890499	0.016264241659166	0.0215734916275361
mactivos_margen	0.0180136871887421	0.0205669149816137	0.0239213254186232
Master_mfinanciacion_limite	0.0172424726026707	0.020542847584431	0.0220829272614512
mrentabilidad	0.0167716714622318	0.0139856440830802	0.0156596083990431
chomebanking_transacciones	0.0154913032357875	0.0132438170331723	0.021750686630637
cliente_antiguedad	0.0150729325287896	0.0143971929780579	0.0200673341011783
Visa_mfinanciacion_limite	0.0150133291729593	0.0130352786341762	0.017387259679277
mcaja_ahorro	0.0145384220662884	0.0197761888075215	0.0297023123947905
balance	0.014244592536433	0.0136903205291955	0.010388057056791
tiempo_sin_aumento	0.0142007156475864	0.018679748690064	0.0134225214848941
mcuentas_saldo	0.0114168922072593	0.0104088120771791	0.0186054753255958
ctarjeta_visa_transacciones	0.00994994879628719	0.0144620441151704	0.0171214671746257
mcaja_ahorro_dolares	0.00953745230890424	0.0125885570793517	0.0108531939399309
ccomisiones_otras	0.00911065836250023	0.0130126904399962	0.018251085319394
Visa_mpagospesos	0.00904242039050552	0.00988905431209223	0.016301940285284
Visa_mpagominimo	0.00903773821911442	0.0116676565449698	0.0176087534331532
