fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	max_depth	min_gain_to_split	lambda_l1	lambda_l2	max_bin	num_iterations	force_row_wise	seed	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	envios	ganancia	iteracion
20231007 081633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	419	TRUE	100005	0.0101450461710173	0.427242915183244	117	1023	7156	85155000	40
20231007 082006	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	521	TRUE	100005	0.0100598490253062	0.411150414387187	2403	430	7395	85995000	41
20231007 082633	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1041	TRUE	100005	0.0100736503613122	0.375576129534833	1639	1022	8528	86485000	42
20231007 083017	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1046	TRUE	100005	0.0100659040840478	0.368134681957718	7982	1002	7186	83825000	43
20231007 083402	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	617	TRUE	100005	0.0100067486738069	0.334408290468583	2621	1017	7299	86135000	44
20231007 083512	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	100005	0.101914068568567	0.366782372722085	1429	1024	7639	79555000	45
20231007 083525	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	29	TRUE	100005	0.298550949366975	0.99645389788362	7737	68	5005	78085000	46
20231007 084510	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	605	TRUE	100005	0.0100298967875706	0.998067929857462	522	958	7286	84525000	47
20231007 084957	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1307	TRUE	100005	0.0100113277579955	0.504464766130592	5722	1011	7372	83930000	48
20231007 085620	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	905	TRUE	100005	0.0100376146685631	0.463030102089369	1470	1024	7076	87395000	49
20231007 090056	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1731	TRUE	100005	0.0100894490895094	0.202952411014516	7992	231	10532	79170000	50
20231007 090121	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	81	TRUE	100005	0.1337104056089	0.598368742376205	7991	1024	8934	82810000	51
20231007 090543	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	402	TRUE	100005	0.010073863593445	0.424022453894256	1254	200	7243	86520000	52
20231007 090602	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	66	TRUE	100005	0.15480272687135	0.999854033420646	7994	119	7675	81795000	53
20231007 091117	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1218	TRUE	100005	0.0100302371674257	0.347473329777491	2870	160	8345	85785000	54
20231007 091127	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1	TRUE	100005	0.299420204926174	0.998516083376257	11	29	5031	58590000	55
20231007 091148	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	37	TRUE	100005	0.185813056197158	0.200871450332425	3296	158	7144	81340000	56
20231007 091206	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	67	TRUE	100005	0.299894409516796	0.269644674654505	7997	997	6732	81690000	57
20231007 091226	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	46	TRUE	100005	0.299270467869305	0.200110292520592	4445	1024	7887	79205000	58
20231007 091743	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	735	TRUE	100005	0.0100160651588108	0.752178087522425	1375	1023	10001	82880000	59
20231007 091807	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	87	TRUE	100005	0.195651755848265	0.21279348326869	7999	31	5001	77840000	60
20231007 091822	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	46	TRUE	100005	0.299866207396717	0.763919593799537	7999	584	8880	80360000	61
20231007 092105	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	664	TRUE	100005	0.0102317563174024	0.323490970776631	7995	1022	14993	66430000	62
20231007 092124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	42	TRUE	100005	0.299973895977884	0.327085585228042	5186	518	5008	78925000	63
20231007 092149	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	113	TRUE	100005	0.138746316809996	0.965963342878702	7995	1023	5000	78680000	64
20231007 092720	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1546	TRUE	100005	0.0100523479464075	0.267499886949137	4316	1016	9646	82005000	65
20231007 092751	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	118	TRUE	100005	0.119095466738317	0.996800167768769	5615	219	7433	84630000	66
20231007 092824	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	144	TRUE	100005	0.139815461180775	0.999761591328082	6012	840	8025	82985000	67
20231007 092845	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	64	TRUE	100005	0.125005357565816	0.987202479897036	6753	368	10096	78015000	68
20231007 092905	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	28	TRUE	100005	0.142811383091474	0.520332231754638	5321	27	7264	80780000	69
20231007 093247	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1068	TRUE	100005	0.0102077027570705	0.984769851494094	5470	541	7607	85645000	70
20231007 093301	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	18	TRUE	100005	0.299088342597511	0.999599225465045	5961	571	7265	79905000	71
20231007 093715	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1339	TRUE	100005	0.0100991780906947	0.909413833152744	4995	158	7461	85820000	72
20231007 094214	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	455	TRUE	100005	0.0101103172996378	0.394369947939533	1181	879	7510	87430000	73
20231007 094508	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	864	TRUE	100005	0.0114579724557502	0.995309175476036	7997	1022	7763	82320000	74
20231007 095052	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	578	TRUE	100005	0.0100495605486946	0.208094816370499	1063	894	5963	81760000	75
20231007 095126	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	156	TRUE	100005	0.190866959071478	0.201035269162537	8000	838	7801	81760000	76
20231007 095147	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	100005	0.245308018152709	0.468426632022505	2790	733	7288	79765000	77
20231007 095204	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	44	TRUE	100005	0.162630910260014	0.999905825650807	5279	361	5022	79940000	78
20231007 095624	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1553	TRUE	100005	0.0100400450117294	0.977261595716016	7996	237	7522	82040000	79
20231007 095744	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	254	TRUE	100005	0.0218323349244163	0.999089431958047	4056	197	7557	84595000	80
20231007 095801	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	60	TRUE	100005	0.220861103516641	0.646467080640225	7998	446	6789	82425000	81
20231007 095819	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	57	TRUE	100005	0.299962331144578	0.203933838820709	7996	177	6974	81690000	82
20231007 100200	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1015	TRUE	100005	0.010122952883357	0.238607247199702	5628	167	7432	84070000	83
20231007 100435	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	106	TRUE	100005	0.299959011082167	0.200039767440353	8	1022	7962	51240000	84
20231007 100501	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	102	TRUE	100005	0.299890199600776	0.207360869312881	3972	18	7053	80850000	85
20231007 100540	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	151	TRUE	100005	0.0873213921795044	0.999604510658406	4994	758	7475	83755000	86
20231007 100604	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	83	TRUE	100005	0.223193440104055	0.70631122064526	4360	1024	5003	78960000	87
20231007 101022	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	410	TRUE	100005	0.0100889290050104	0.589834506340756	1344	864	7580	84980000	88
20231007 101353	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	718	TRUE	100005	0.01014076471105	0.999796075165866	3214	1016	8749	83265000	89
20231007 102051	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	964	TRUE	100005	0.0103474732303608	0.994166962413119	1207	1024	5277	81515000	90
20231007 102118	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	37	TRUE	100005	0.218164579725083	0.372999108369762	1868	72	5001	73080000	91
20231007 102147	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	100005	0.162387314301237	0.999923544579034	1773	1022	6688	82005000	92
20231007 102514	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	994	TRUE	100005	0.0100648004137749	0.788486039991293	5886	310	7443	84840000	93
20231007 103039	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1576	TRUE	100005	0.010017994290207	0.471302459332405	7993	710	8002	83720000	94
20231007 103316	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	710	TRUE	100005	0.0150583916862172	0.201524049082016	7197	1024	8566	81725000	95
20231007 104102	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	866	TRUE	100005	0.0100473816648657	0.32863515097577	1020	980	10085	83405000	96
20231007 104120	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	45	TRUE	100005	0.299981733841143	0.625726600826829	6773	1024	7481	78960000	97
20231007 104447	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	970	TRUE	100005	0.0101074084875059	0.229940986586825	8000	294	5606	81725000	98
20231007 104930	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1389	TRUE	100005	0.010264679179953	0.99927659701981	5300	1012	6989	84945000	99
20231007 104949	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	25	TRUE	100005	0.299954830198612	0.200744685753083	3704	285	10027	75145000	100
20231007 105733	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	1306	TRUE	100005	0.0100488776911403	0.998756582741045	779	86	9917	82915000	101
20231007 110124	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	843	TRUE	100005	0.0101219274525848	0.833831037780792	2923	58	7318	84595000	102
20231007 110631	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	896	TRUE	100005	0.010155565028882	0.999891466106284	1732	341	11518	78435000	103
20231007 111610	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	604	TRUE	100005	0.0100944876654169	0.982125136023568	20	212	7471	82390000	104
20231007 111919	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	856	TRUE	100005	0.0102350933994035	0.999862739331275	5678	88	6654	83090000	105
20231007 111947	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	80	TRUE	100005	0.147897268308575	0.960189625185027	4440	564	7132	82810000	106
20231007 112118	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	128	TRUE	100005	0.0883828480737736	0.999355872366667	770	572	9352	82670000	107
20231007 112946	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	459	TRUE	100005	0.0101208631072545	0.425541334503238	326	197	9546	83825000	108
20231007 113004	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	50	TRUE	100005	0.299916979547101	0.275431324089866	7997	1023	10542	77980000	109
20231007 113018	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	27	TRUE	100005	0.299999805544352	0.993947626194076	8000	65	14977	65975000	110
20231007 113343	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	859	TRUE	100005	0.0103460626896665	0.853640543400692	4971	1022	8052	85610000	111
20231007 114153	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	827	TRUE	100005	0.0100697423207285	0.412487941242311	941	664	7581	85260000	112
20231007 114222	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	103	TRUE	100005	0.258587713490942	0.200169425382608	5257	414	6982	81340000	113
20231007 114533	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	916	TRUE	100005	0.0101060819343508	0.666049549587747	7998	885	5003	80920000	114
20231007 114903	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	984	TRUE	100005	0.0101796848640014	0.252252446607743	902	16	11700	77420000	115
20231007 114938	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	138	TRUE	100005	0.0726671680389055	0.693959507142416	7997	117	7342	83860000	116
20231007 115608	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	2234	TRUE	100005	0.0100989511464825	0.936295976793561	5329	209	9051	83930000	117
20231007 115636	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	73	TRUE	100005	0.100164042537679	0.757597756349588	8000	887	7565	82285000	118
20231007 115656	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	55	TRUE	100005	0.194453380574964	0.999720853736019	5193	1024	9323	81480000	119
20231007 115713	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	36	TRUE	100005	0.299635992162299	0.910629875593839	7995	785	5013	78050000	120
20231007 115730	binary	custom	TRUE	TRUE	FALSE	-100	-1	0	0	0	31	18	TRUE	100005	0.0908631696263871	0.688722412642395	3	17	10429	75705000	121
